Epoch,Host_Propellant_PSI,Host_Bus_Voltage,Host_Heartbeat_ms,ARB_Gyro_Mag,ARB_Temp_C,Target_Status
552,294.64,28.41,999,0.009,20.76,ANOMALY
553,295.49,28.08,999,0.009,22.03,ANOMALY
554,294.42,28.58,999,0.007,22.48,ANOMALY
555,294.3,28.42,999,0.01,20.12,ANOMALY
556,294.07,28.08,999,0.013,20.83,ANOMALY
557,293.92,28.67,999,0.009,22.13,ANOMALY
558,293.8,28.79,999,0.008,21.11,ANOMALY
559,293.97,28.8,999,0.009,20.78,ANOMALY
560,294.37,28.57,999,0.01,22.31,ANOMALY
561,294.56,28.51,999,0.001,22.44,ANOMALY
562,294.41,28.77,999,0.012,20.92,ANOMALY
563,293.99,28.84,999,0.008,21.61,ANOMALY
564,294.82,28.73,999,0.016,20.22,ANOMALY
565,294.73,28.31,999,0.013,20.56,ANOMALY
566,294.27,28.54,999,0.016,21.61,ANOMALY
567,294.01,28.59,999,0.005,21.55,ANOMALY
568,294.6,28.14,999,0.008,20.58,ANOMALY
569,294.41,28.59,999,0.004,20.86,ANOMALY
570,293.58,28.95,999,0.006,20.54,ANOMALY
571,294.26,28.63,999,0.016,22.09,ANOMALY
572,294.42,28.79,999,0.017,19.7,ANOMALY
573,293.83,28.54,999,0.004,20.69,ANOMALY
574,294.36,28.49,999,0.008,19.87,ANOMALY
575,293.53,28.58,999,0.01,22.18,ANOMALY
576,294.92,28.34,999,0.013,19.99,ANOMALY
577,294.86,28.31,999,0.001,21.85,ANOMALY
578,294.1,28.75,999,0.002,23.49,ANOMALY
579,294.4,28.77,999,0.012,23.55,ANOMALY
580,293.0,28.3,999,0.0,20.11,ANOMALY
581,293.62,28.69,999,0.008,22.24,ANOMALY
582,294.04,28.48,999,0.011,20.98,ANOMALY
583,293.64,28.57,999,0.012,20.81,ANOMALY
584,294.52,28.59,999,0.009,21.92,ANOMALY
585,295.16,28.7,999,0.008,23.29,ANOMALY
586,293.56,28.52,999,0.014,22.69,ANOMALY
587,293.72,28.78,999,0.011,21.41,ANOMALY
588,294.24,28.56,999,0.007,22.86,ANOMALY
589,294.92,28.62,999,0.01,19.94,ANOMALY
590,293.5,28.33,999,0.012,21.46,ANOMALY
591,294.22,28.93,999,0.019,21.42,ANOMALY
592,295.0,28.59,999,0.014,22.35,ANOMALY
593,293.25,28.64,999,0.016,22.1,ANOMALY
594,293.43,28.18,999,0.007,22.2,ANOMALY
595,293.85,28.34,999,0.007,22.19,ANOMALY
596,293.79,28.75,999,0.009,22.42,ANOMALY
597,294.44,28.56,999,0.009,22.97,ANOMALY
598,294.15,28.12,999,0.005,22.61,ANOMALY
599,293.13,28.71,999,0.016,22.2,ANOMALY
600,294.26,28.39,999,0.014,22.92,ANOMALY
601,293.71,28.78,999,0.008,23.38,ANOMALY
602,294.62,28.48,999,0.013,22.02,ANOMALY
603,293.66,28.54,999,0.011,22.55,ANOMALY
604,293.65,28.74,999,0.014,23.8,ANOMALY
605,294.23,28.32,999,0.003,21.57,ANOMALY
606,294.33,28.3,999,0.009,24.51,ANOMALY
607,294.16,28.46,999,0.01,21.39,ANOMALY
608,293.08,28.67,999,0.013,22.42,ANOMALY
609,294.19,28.23,999,0.007,21.84,ANOMALY
610,293.39,28.17,999,0.002,25.01,ANOMALY
611,294.01,28.66,999,0.005,22.35,ANOMALY
612,293.18,28.38,999,0.01,22.38,ANOMALY
613,294.1,28.42,999,0.01,22.54,ANOMALY
614,293.46,28.13,999,0.018,23.04,ANOMALY
615,293.22,28.36,999,0.013,22.65,ANOMALY
616,294.2,28.5,999,0.01,22.87,ANOMALY
617,293.96,28.69,999,0.01,19.51,ANOMALY
618,293.52,28.35,999,0.016,23.12,ANOMALY
619,294.54,28.83,999,0.007,23.11,ANOMALY
620,293.59,28.36,999,0.009,24.16,ANOMALY
621,293.81,28.36,999,0.005,24.46,ANOMALY
622,293.92,28.81,999,0.017,23.0,ANOMALY
623,293.47,28.54,999,0.012,24.03,ANOMALY
624,294.0,28.39,999,0.006,22.15,ANOMALY
625,293.49,28.47,999,0.009,24.04,ANOMALY
626,293.54,28.77,999,0.013,22.74,ANOMALY
627,294.42,28.79,999,0.009,22.15,ANOMALY
628,293.21,28.34,999,0.007,23.18,ANOMALY
629,292.51,28.49,999,0.007,24.8,ANOMALY
630,294.51,28.52,999,0.012,23.61,ANOMALY
631,294.97,28.3,999,0.008,24.96,ANOMALY
632,293.48,28.49,999,0.008,22.74,ANOMALY
633,292.71,28.5,999,0.003,24.57,ANOMALY
634,293.51,28.73,999,0.01,22.9,ANOMALY
635,293.51,28.74,999,0.009,23.81,ANOMALY
636,293.55,28.43,999,0.008,23.83,ANOMALY
637,293.08,28.46,999,0.011,24.3,ANOMALY
638,293.92,28.63,999,0.014,23.92,ANOMALY
639,293.88,28.38,999,0.014,22.96,ANOMALY
640,292.86,28.62,999,0.013,24.61,ANOMALY
641,293.95,28.48,999,0.009,25.49,ANOMALY
642,294.61,28.31,999,0.007,23.21,ANOMALY
643,293.66,28.31,999,0.005,21.99,ANOMALY
644,293.4,28.79,999,0.007,24.35,ANOMALY
645,293.49,28.47,999,0.01,23.55,ANOMALY
646,293.85,28.83,999,0.006,23.78,ANOMALY
647,292.67,28.4,999,0.01,24.5,ANOMALY
648,293.61,28.56,999,0.005,23.52,ANOMALY
649,293.32,28.98,999,0.002,23.74,ANOMALY
650,294.43,28.29,999,0.014,23.94,ANOMALY
651,293.41,28.12,999,0.008,25.54,ANOMALY
652,294.32,28.76,999,0.006,24.13,ANOMALY
653,292.92,28.33,999,0.005,22.89,ANOMALY
654,293.76,28.5,999,0.012,22.96,ANOMALY
655,293.62,28.38,999,0.017,24.33,ANOMALY
656,293.01,28.55,999,0.008,23.09,ANOMALY
657,293.53,28.31,999,0.009,22.69,ANOMALY
658,294.03,28.46,999,0.015,24.91,ANOMALY
659,293.25,28.59,999,0.001,24.99,ANOMALY
660,292.56,28.3,999,0.02,23.97,ANOMALY
661,293.39,28.36,999,0.022,24.66,ANOMALY
662,292.94,28.43,999,0.004,24.59,ANOMALY
663,293.21,28.21,999,0.01,25.03,ANOMALY
664,293.33,28.42,999,0.006,25.07,ANOMALY
665,292.5,28.52,999,0.009,21.89,ANOMALY
666,292.54,28.42,999,0.008,24.28,ANOMALY
667,293.58,28.45,999,0.014,25.07,ANOMALY
668,293.07,28.5,999,0.009,24.17,ANOMALY
669,292.03,28.37,999,0.005,24.65,ANOMALY
670,293.7,28.64,999,0.009,25.39,ANOMALY
671,293.43,28.79,999,0.013,24.75,ANOMALY
672,292.93,28.41,999,0.004,26.21,ANOMALY
673,292.62,28.6,999,0.002,25.86,ANOMALY
674,293.68,28.45,999,0.02,24.65,ANOMALY
675,293.43,28.57,999,0.007,24.6,ANOMALY
676,294.44,28.81,999,0.009,21.97,ANOMALY
677,293.45,28.6,999,0.008,24.53,ANOMALY
678,293.42,28.15,999,0.013,23.53,ANOMALY
679,293.13,28.59,999,0.019,25.14,ANOMALY
680,293.61,28.75,999,0.013,25.1,ANOMALY
681,293.51,28.46,999,0.002,25.67,ANOMALY
682,293.81,28.7,999,0.003,26.4,ANOMALY
683,292.92,28.36,999,0.008,25.01,ANOMALY
684,292.95,28.2,999,0.009,27.35,ANOMALY
685,292.92,28.53,999,0.001,25.33,ANOMALY
686,293.54,28.15,999,0.014,23.82,ANOMALY
687,293.89,28.45,999,0.005,24.6,ANOMALY
688,292.9,28.76,999,0.017,24.82,ANOMALY
689,292.9,28.12,999,0.019,25.81,ANOMALY
690,293.26,28.24,999,0.009,24.3,ANOMALY
691,292.97,28.29,999,0.012,24.98,ANOMALY
692,293.56,28.49,999,0.004,25.15,ANOMALY
693,291.95,28.43,999,0.013,24.89,ANOMALY
694,292.65,28.78,999,0.008,26.18,ANOMALY
695,292.67,28.69,999,0.005,26.04,ANOMALY
696,291.89,28.6,999,0.009,26.6,ANOMALY
697,292.55,28.53,999,0.008,25.13,ANOMALY
698,292.57,28.58,999,0.008,26.69,ANOMALY
699,292.92,28.33,999,0.015,24.16,ANOMALY
700,293.56,28.67,999,0.006,24.16,ANOMALY
701,292.87,28.28,999,0.019,24.37,ANOMALY
702,292.47,28.67,999,0.003,25.62,ANOMALY
703,292.95,28.74,999,0.018,26.85,ANOMALY
704,293.49,28.54,999,0.005,25.07,ANOMALY
705,292.47,28.46,999,0.01,25.23,ANOMALY
706,292.49,28.58,999,0.008,25.52,ANOMALY
707,293.22,27.93,999,0.008,26.34,ANOMALY
708,292.82,28.56,999,0.014,25.32,ANOMALY
709,293.24,28.48,999,0.017,25.29,ANOMALY
710,292.9,28.49,999,0.016,24.51,ANOMALY
711,293.25,28.64,999,0.008,25.31,ANOMALY
712,292.37,28.49,999,0.011,27.09,ANOMALY
713,292.87,28.27,999,0.006,26.04,ANOMALY
714,292.76,28.47,999,0.005,25.24,ANOMALY
715,292.25,28.51,999,0.004,27.24,ANOMALY
716,292.06,28.52,999,0.008,25.45,ANOMALY
717,293.18,28.53,999,0.011,27.49,ANOMALY
718,292.65,28.71,999,0.0,27.5,ANOMALY
719,292.31,28.28,999,0.01,26.19,ANOMALY
720,292.76,28.54,999,0.018,24.66,ANOMALY
721,293.36,28.76,999,0.016,28.48,ANOMALY
722,291.65,28.15,999,0.007,26.61,ANOMALY
723,292.03,28.54,999,0.003,25.93,ANOMALY
724,292.3,28.38,999,0.012,27.24,ANOMALY
725,293.49,28.43,999,0.002,27.01,ANOMALY
726,292.89,28.32,999,0.016,27.65,ANOMALY
727,293.12,28.47,999,0.009,25.71,ANOMALY
728,292.16,28.87,999,0.019,26.72,ANOMALY
729,292.16,28.25,999,0.001,25.25,ANOMALY
730,292.93,28.27,999,0.015,27.13,ANOMALY
731,292.73,28.24,999,0.009,26.47,ANOMALY
732,292.96,28.85,999,0.008,26.8,ANOMALY
733,292.58,28.41,999,0.003,26.41,ANOMALY
734,292.81,28.49,999,0.013,26.33,ANOMALY
735,292.74,28.42,999,0.013,25.75,ANOMALY
736,293.04,28.31,999,0.019,27.44,ANOMALY
737,293.04,28.45,999,0.015,28.17,ANOMALY
738,291.82,28.99,999,0.007,26.15,ANOMALY
739,291.49,28.78,999,0.005,27.29,ANOMALY
740,293.11,28.33,999,0.003,27.2,ANOMALY
741,293.19,28.63,999,0.017,26.81,ANOMALY
742,292.08,28.33,999,0.006,25.3,ANOMALY
743,291.65,28.14,999,0.017,25.56,ANOMALY
744,292.62,28.7,999,0.013,26.11,ANOMALY
745,293.02,28.73,999,0.012,24.78,ANOMALY
746,293.45,28.71,999,0.008,28.36,ANOMALY
747,292.79,28.41,999,0.013,27.35,ANOMALY
748,292.34,28.47,999,0.01,26.98,ANOMALY
749,292.07,28.65,999,0.008,24.85,ANOMALY
750,292.51,28.58,999,0.013,25.25,ANOMALY
751,292.35,28.42,999,0.009,27.1,ANOMALY
752,291.98,28.18,999,0.006,29.1,ANOMALY
753,293.5,28.52,999,0.013,26.46,ANOMALY
754,293.36,28.72,999,0.01,28.06,ANOMALY
755,293.02,28.26,999,0.012,26.74,ANOMALY
756,291.99,28.63,999,0.008,27.31,ANOMALY
757,292.86,28.57,999,0.004,28.5,ANOMALY
758,292.75,28.65,999,0.019,26.97,ANOMALY
759,292.64,28.67,999,0.018,26.65,ANOMALY
760,293.03,28.36,999,0.014,28.79,ANOMALY
761,292.71,28.18,999,0.008,27.45,ANOMALY
762,292.76,28.39,999,0.008,28.53,ANOMALY
763,292.69,28.68,999,0.017,26.78,ANOMALY
764,292.54,28.39,999,0.008,28.9,ANOMALY
765,291.46,28.36,999,0.007,27.8,ANOMALY
766,292.39,28.14,999,0.019,27.99,ANOMALY
767,292.06,28.85,999,0.01,27.72,ANOMALY
768,291.69,28.67,999,0.019,27.11,ANOMALY
769,293.16,28.65,999,0.003,27.64,ANOMALY
770,293.17,28.69,999,0.013,27.23,ANOMALY
771,292.98,28.62,999,0.02,28.67,ANOMALY
772,292.41,28.45,999,0.01,27.53,ANOMALY
773,292.95,28.47,999,0.009,26.27,ANOMALY
774,292.27,28.41,999,0.004,26.12,ANOMALY
775,292.36,29.03,999,0.015,26.1,ANOMALY
776,291.7,28.61,999,0.006,28.48,ANOMALY
777,292.43,28.41,999,0.01,26.74,ANOMALY
778,292.26,28.59,999,0.004,28.22,ANOMALY
779,291.56,28.3,999,0.018,28.09,ANOMALY
780,292.18,28.8,999,0.016,27.92,ANOMALY
781,292.16,28.37,999,0.01,28.45,ANOMALY
782,293.08,28.6,999,0.004,28.2,ANOMALY
783,292.62,28.71,999,0.018,25.36,ANOMALY
784,292.17,28.58,999,0.008,27.78,ANOMALY
785,292.28,28.52,999,0.004,28.56,ANOMALY
786,292.17,28.5,999,0.001,29.8,ANOMALY
787,292.03,28.49,999,0.007,29.88,ANOMALY
788,291.58,28.38,999,0.003,26.86,ANOMALY
789,292.04,28.41,999,0.007,27.9,ANOMALY
790,291.73,28.8,999,0.014,26.72,ANOMALY
791,291.47,28.48,999,0.008,29.83,ANOMALY
792,292.34,28.34,999,0.012,29.36,ANOMALY
793,292.27,28.4,999,0.006,28.73,ANOMALY
794,291.17,28.72,999,0.01,28.57,ANOMALY
795,291.99,28.64,999,0.02,29.82,ANOMALY
796,292.54,28.61,999,0.008,29.68,ANOMALY
797,292.57,28.45,999,0.012,29.65,ANOMALY
798,292.54,28.61,999,0.002,28.98,ANOMALY
799,292.04,28.37,999,0.018,28.21,ANOMALY
800,291.58,28.45,999,0.008,29.35,ANOMALY
801,291.45,28.69,999,0.015,29.43,ANOMALY
802,292.16,28.67,999,0.009,28.46,ANOMALY
803,292.17,28.3,999,0.013,28.33,ANOMALY
804,292.61,28.33,999,0.013,29.84,ANOMALY
805,292.51,28.52,999,0.008,30.4,ANOMALY
806,291.88,28.85,999,0.015,28.02,ANOMALY
807,291.31,28.12,999,0.006,28.54,ANOMALY
808,291.77,28.56,999,0.014,29.18,ANOMALY
809,292.02,28.22,999,0.008,29.35,ANOMALY
810,291.8,28.37,999,0.012,28.37,ANOMALY
811,291.61,28.43,999,0.008,30.8,ANOMALY
812,292.01,28.42,999,0.01,29.37,ANOMALY
813,291.62,28.39,999,0.005,29.51,ANOMALY
814,291.55,28.5,999,0.011,30.77,ANOMALY
815,292.01,28.39,999,0.01,28.59,ANOMALY
816,291.64,28.21,999,0.007,28.98,ANOMALY
817,291.96,28.66,999,0.01,27.85,ANOMALY
818,291.96,28.65,999,0.011,28.96,ANOMALY
819,291.25,28.67,999,0.007,27.67,ANOMALY
820,291.57,28.19,999,0.009,29.94,ANOMALY
821,292.51,28.56,999,0.005,29.64,ANOMALY
822,291.2,28.64,999,0.022,28.98,ANOMALY
823,290.72,28.29,999,0.015,29.18,ANOMALY
824,290.83,28.5,999,0.011,30.08,ANOMALY
825,291.77,28.48,999,0.016,28.21,ANOMALY
826,291.76,28.87,999,0.0,29.58,ANOMALY
827,291.68,28.88,999,0.003,30.11,ANOMALY
828,292.33,28.17,999,0.008,27.65,ANOMALY
829,290.38,29.0,999,0.003,30.15,ANOMALY
830,291.9,28.32,999,0.009,27.82,ANOMALY
831,292.48,28.7,999,0.011,29.41,ANOMALY
832,291.12,28.69,999,0.015,28.39,ANOMALY
833,291.49,28.3,999,0.004,31.02,ANOMALY
834,291.29,28.6,999,0.012,28.46,ANOMALY
835,291.21,28.48,999,0.01,28.0,ANOMALY
836,291.48,28.61,999,0.012,29.81,ANOMALY
837,292.35,28.55,999,0.007,29.3,ANOMALY
838,292.54,28.74,999,0.017,28.24,ANOMALY
839,291.45,28.52,999,0.009,30.3,ANOMALY
840,292.56,28.47,999,0.019,27.81,ANOMALY
841,291.61,28.72,999,0.006,28.8,ANOMALY
842,292.46,28.62,999,0.014,29.29,ANOMALY
843,291.53,28.65,999,0.01,30.69,ANOMALY
844,291.63,28.37,999,0.008,31.22,ANOMALY
845,291.74,28.29,999,0.013,31.06,ANOMALY
846,293.14,28.39,999,0.009,29.83,ANOMALY
847,291.96,28.38,999,0.003,27.59,ANOMALY
848,291.17,28.66,999,0.005,30.43,ANOMALY
849,292.0,28.7,999,0.016,31.54,ANOMALY
850,291.32,28.47,999,0.016,31.34,ANOMALY
851,291.25,28.79,999,0.019,30.6,ANOMALY
852,291.94,28.77,999,0.01,28.98,ANOMALY
853,291.49,28.55,999,0.004,29.67,ANOMALY
854,291.61,28.34,999,0.008,32.16,ANOMALY
855,291.46,28.82,999,0.01,28.84,ANOMALY
856,291.61,28.49,999,0.005,29.14,ANOMALY
857,291.65,28.53,999,0.018,31.26,ANOMALY
858,290.46,28.43,999,0.021,29.92,ANOMALY
859,291.75,28.32,999,0.012,29.2,ANOMALY
860,290.91,28.21,999,0.01,31.94,ANOMALY
861,290.67,28.63,999,0.004,30.9,ANOMALY
862,291.36,28.34,999,0.018,30.09,ANOMALY
863,291.42,29.11,999,0.01,29.35,ANOMALY
864,291.02,28.28,999,0.009,32.58,ANOMALY
865,291.77,28.25,999,0.012,30.54,ANOMALY
866,290.67,28.6,999,0.007,31.99,ANOMALY
867,291.13,28.81,999,0.011,31.51,ANOMALY
868,291.03,28.51,999,0.003,30.13,ANOMALY
869,291.29,28.61,999,0.015,30.17,ANOMALY
870,291.45,28.13,999,0.009,32.16,ANOMALY
871,290.79,28.36,999,0.016,32.2,ANOMALY
872,291.65,28.29,999,0.009,28.9,ANOMALY
873,291.31,28.12,999,0.009,31.35,ANOMALY
874,290.32,28.52,999,0.004,30.71,ANOMALY
875,290.28,28.05,999,0.014,29.83,ANOMALY
876,291.24,28.24,999,0.006,31.16,ANOMALY
877,291.13,28.39,999,0.008,29.57,ANOMALY
878,291.17,28.33,999,0.01,30.49,ANOMALY
879,291.2,28.58,999,0.011,30.19,ANOMALY
880,291.32,28.56,999,0.001,30.52,ANOMALY
881,291.67,28.68,999,0.009,30.97,ANOMALY
882,290.63,28.65,999,0.014,30.06,ANOMALY
883,290.59,28.73,999,0.008,32.68,ANOMALY
884,290.62,28.5,999,0.009,31.63,ANOMALY
885,291.3,28.56,999,0.011,32.96,ANOMALY
886,291.77,28.6,999,0.009,31.04,ANOMALY
887,290.92,28.53,999,0.005,30.68,ANOMALY
888,289.87,28.42,999,0.01,33.02,ANOMALY
889,290.26,28.43,999,0.015,30.71,ANOMALY
890,290.69,28.34,999,0.005,31.14,ANOMALY
891,290.82,28.58,999,0.008,32.07,ANOMALY
892,290.88,28.48,999,0.003,30.14,ANOMALY
893,291.09,28.37,999,0.015,32.12,ANOMALY
894,290.91,28.37,999,0.01,32.02,ANOMALY
895,291.58,28.26,999,0.006,32.74,ANOMALY
896,290.71,28.7,999,0.01,32.39,ANOMALY
897,290.6,28.52,999,0.004,32.83,ANOMALY
898,291.26,28.33,999,0.005,31.45,ANOMALY
899,290.25,28.66,999,0.003,30.73,ANOMALY
900,291.2,28.39,999,0.005,33.73,ANOMALY
901,291.05,28.22,999,0.017,30.13,ANOMALY
902,290.91,28.7,999,0.006,30.26,ANOMALY
903,291.77,28.39,999,0.012,32.28,ANOMALY
904,290.65,28.42,999,0.006,33.37,ANOMALY
905,291.99,28.51,999,0.014,31.96,ANOMALY
906,290.83,28.73,999,0.005,32.8,ANOMALY
907,290.3,28.5,999,0.01,29.84,ANOMALY
908,290.96,28.26,999,0.01,31.36,ANOMALY
909,290.38,28.61,999,0.022,30.02,ANOMALY
910,290.53,28.4,999,0.013,32.71,ANOMALY
911,291.09,28.88,999,0.007,30.41,ANOMALY
912,291.16,28.5,999,0.013,30.71,ANOMALY
913,290.56,28.05,999,0.021,32.53,ANOMALY
914,291.36,28.57,999,0.002,33.11,ANOMALY
915,291.43,28.89,999,0.006,31.92,ANOMALY
916,291.56,28.82,999,0.009,32.68,ANOMALY
917,291.1,28.87,999,0.008,32.68,ANOMALY
918,291.51,28.3,999,0.008,31.95,ANOMALY
919,289.88,28.68,999,0.003,31.1,ANOMALY
920,290.65,28.36,999,0.017,32.79,ANOMALY
921,290.36,28.54,999,0.003,32.87,ANOMALY
922,290.85,28.25,999,0.009,33.18,ANOMALY
923,290.49,28.37,999,0.015,32.63,ANOMALY
924,290.68,28.36,999,0.01,31.18,ANOMALY
925,291.7,28.68,999,0.005,33.07,ANOMALY
926,290.66,28.66,999,0.003,32.41,ANOMALY
927,290.94,28.56,999,0.009,31.96,ANOMALY
928,290.61,28.23,999,0.006,32.18,ANOMALY
929,290.75,28.44,999,0.011,31.81,ANOMALY
930,290.71,28.35,999,0.003,33.42,ANOMALY
931,290.92,28.67,999,0.014,31.14,ANOMALY
932,291.27,28.74,999,0.011,31.6,ANOMALY
933,291.5,28.71,999,0.011,32.29,ANOMALY
934,290.82,28.35,999,0.017,34.27,ANOMALY
935,290.95,27.95,999,0.008,33.74,ANOMALY
936,290.07,28.15,999,0.006,31.07,ANOMALY
937,290.59,28.78,999,0.007,34.1,ANOMALY
938,291.1,28.42,999,0.009,34.12,ANOMALY
939,291.05,28.35,999,0.01,31.63,ANOMALY
940,290.71,28.83,999,0.006,30.31,ANOMALY
941,291.04,28.75,999,0.0,32.79,ANOMALY
942,290.83,28.5,999,0.007,34.02,ANOMALY
943,291.18,28.44,999,0.012,34.52,ANOMALY
944,290.71,28.47,999,0.011,32.09,ANOMALY
945,290.38,28.55,999,0.016,34.74,ANOMALY
946,290.71,28.82,999,0.02,30.79,ANOMALY
947,289.07,28.58,999,0.014,32.68,ANOMALY
948,290.72,28.65,999,0.017,32.66,ANOMALY
949,288.69,28.73,999,0.014,34.26,ANOMALY
950,289.64,28.27,999,0.019,34.44,ANOMALY
951,290.72,28.65,999,0.019,34.12,ANOMALY
952,290.72,28.44,999,0.015,31.85,ANOMALY
953,289.89,28.0,999,0.014,34.09,ANOMALY
954,290.11,28.07,999,0.009,33.77,ANOMALY
955,291.14,28.3,999,0.01,31.62,ANOMALY
956,290.2,28.61,999,0.008,31.25,ANOMALY
957,291.56,28.52,999,0.013,34.39,ANOMALY
958,290.42,28.54,999,0.006,33.2,ANOMALY
959,290.62,28.89,999,0.009,32.13,ANOMALY
960,291.21,28.25,999,0.002,33.23,ANOMALY
961,290.46,28.49,999,0.019,33.84,ANOMALY
962,289.88,28.56,999,0.009,33.42,ANOMALY
963,290.32,28.35,999,0.012,31.98,ANOMALY
964,290.35,28.51,999,0.017,35.45,ANOMALY
965,289.67,28.18,999,0.012,34.6,ANOMALY
966,290.22,28.78,999,0.017,33.29,ANOMALY
967,289.96,28.36,999,0.004,33.36,ANOMALY
968,290.79,28.91,999,0.022,34.04,ANOMALY
969,290.33,28.49,999,0.015,32.59,ANOMALY
970,290.16,28.71,999,0.011,34.07,ANOMALY
971,290.24,28.49,999,0.017,32.45,ANOMALY
972,290.4,28.49,999,0.004,33.74,ANOMALY
973,290.58,28.38,999,0.009,32.67,ANOMALY
974,289.77,28.52,999,0.017,32.75,ANOMALY
975,289.73,28.56,999,0.001,35.54,ANOMALY
976,290.8,28.34,999,0.013,33.99,ANOMALY
977,290.03,28.47,999,0.013,34.17,ANOMALY
978,289.52,28.38,999,0.02,31.98,ANOMALY
979,290.44,28.96,999,0.002,33.42,ANOMALY
980,290.44,28.48,999,0.018,34.51,ANOMALY
981,289.43,28.81,999,0.007,34.27,ANOMALY
982,290.3,28.46,999,0.008,31.96,ANOMALY
983,290.54,28.55,999,0.004,34.35,ANOMALY
984,290.35,28.24,999,0.005,34.54,ANOMALY
985,290.47,28.41,999,0.012,35.48,ANOMALY
986,289.44,28.54,999,0.004,33.58,ANOMALY
987,290.3,28.82,999,0.014,32.02,ANOMALY
988,289.97,28.54,999,0.007,33.3,ANOMALY
989,289.87,28.78,999,0.004,33.23,ANOMALY
990,290.54,28.63,999,0.007,35.09,ANOMALY
991,290.83,28.83,999,0.012,31.67,ANOMALY
992,290.98,28.49,999,0.009,33.96,ANOMALY
993,290.73,28.98,999,0.01,35.87,ANOMALY
994,290.01,28.4,999,0.013,34.48,ANOMALY
995,290.23,28.35,999,0.015,35.4,ANOMALY
996,290.43,28.26,999,0.008,32.89,ANOMALY
997,290.1,28.97,999,0.005,32.96,ANOMALY
998,290.09,28.66,999,0.01,36.03,ANOMALY
999,290.43,28.43,999,0.012,34.73,ANOMALY
1000,289.98,28.75,999,0.003,34.76,ANOMALY
1001,289.63,28.64,999,0.006,33.57,ANOMALY
1002,289.78,28.89,999,0.006,34.82,ANOMALY
1003,290.29,28.19,999,0.009,33.6,ANOMALY
1004,289.97,28.45,999,0.006,35.96,ANOMALY
1005,290.13,28.41,999,0.014,37.54,ANOMALY
1006,290.28,28.11,999,0.002,35.32,ANOMALY
1007,289.75,28.71,999,0.002,34.23,ANOMALY
1008,290.3,28.45,999,0.008,32.37,ANOMALY
1009,290.1,28.65,999,0.009,33.24,ANOMALY
1010,289.29,28.97,999,0.003,36.51,ANOMALY
1011,290.62,28.43,999,0.007,33.96,ANOMALY
1012,289.63,28.42,999,0.008,34.65,ANOMALY
1013,289.05,28.52,999,0.008,35.71,ANOMALY
1014,289.34,28.7,999,0.011,36.56,ANOMALY
1015,289.34,28.39,999,0.007,34.91,ANOMALY
1016,289.87,28.37,999,0.017,34.74,ANOMALY
1017,289.7,28.71,999,0.012,35.24,ANOMALY
1018,289.66,28.58,999,0.006,34.57,ANOMALY
1019,290.12,28.09,999,0.01,34.66,ANOMALY
1020,289.97,28.25,999,0.011,35.67,ANOMALY
1021,289.95,28.8,999,0.016,35.48,ANOMALY
1022,289.99,28.58,999,0.007,37.46,ANOMALY
1023,290.08,28.35,999,0.014,35.79,ANOMALY
1024,288.71,28.47,999,0.01,36.54,ANOMALY
1025,289.57,28.5,999,0.017,34.34,ANOMALY
1026,288.65,28.65,999,0.016,35.97,ANOMALY
1027,289.75,28.23,999,0.011,34.75,ANOMALY
1028,289.72,28.33,999,0.009,35.9,ANOMALY
1029,290.24,28.55,999,0.013,36.22,ANOMALY
1030,290.3,28.48,999,0.009,35.62,ANOMALY
1031,289.8,28.61,999,0.018,38.0,ANOMALY
1032,289.43,28.25,999,0.01,37.06,ANOMALY
1033,289.92,28.57,999,0.008,36.83,ANOMALY
1034,289.4,28.72,999,0.008,36.45,ANOMALY
1035,289.65,28.6,999,0.004,37.48,ANOMALY
1036,290.14,28.53,999,0.013,34.31,ANOMALY
1037,289.36,28.48,999,0.006,37.15,ANOMALY
1038,290.03,28.33,999,0.015,34.82,ANOMALY
1039,289.95,28.49,999,0.004,35.28,ANOMALY
1040,289.13,28.75,999,0.011,36.43,ANOMALY
1041,290.08,28.48,999,0.016,37.13,ANOMALY
1042,289.93,28.32,999,0.001,34.78,ANOMALY
1043,289.63,28.4,999,0.02,35.45,ANOMALY
1044,289.18,28.54,999,0.008,36.09,ANOMALY
1045,289.13,28.43,999,0.011,35.84,ANOMALY
1046,289.28,28.6,999,0.013,36.91,ANOMALY
1047,289.81,28.6,999,0.014,39.52,ANOMALY
1048,289.05,28.68,999,0.011,36.53,ANOMALY
1049,289.73,28.78,999,0.015,35.41,ANOMALY
1050,288.88,28.7,999,0.013,34.88,ANOMALY
1051,289.39,28.31,999,0.019,35.88,ANOMALY
1052,289.54,28.32,999,0.013,35.29,ANOMALY
1053,290.7,28.48,999,0.02,36.73,ANOMALY
1054,288.78,28.41,999,0.015,36.75,ANOMALY
1055,290.19,28.27,999,0.001,35.86,ANOMALY
1056,289.52,28.41,999,0.023,38.34,ANOMALY
1057,289.64,28.41,999,0.007,35.65,ANOMALY
1058,289.48,28.37,999,0.017,36.3,ANOMALY
1059,289.64,28.44,999,0.01,37.09,ANOMALY
1060,289.33,28.74,999,0.015,37.37,ANOMALY
1061,290.12,28.54,999,0.007,37.78,ANOMALY
1062,289.16,28.99,999,0.013,36.97,ANOMALY
1063,289.94,28.53,999,0.009,37.62,ANOMALY
1064,289.04,28.44,999,0.018,35.93,ANOMALY
